Province,District,DS Division,GN Division,
Central,Matale,Laggala-Pallegama,Laggala Pallegama,
Central,Matale,Laggala-Pallegama,Miniranketiya,
Central,Matale,Laggala-Pallegama,Rawanagama,
Central,Matale,Laggala-Pallegama,Galgedawala,
Central,Matale,Laggala-Pallegama,Guruwela,
Central,Matale,Laggala-Pallegama,Kivulawadiya,
Central,Matale,Laggala-Pallegama,Halminiya,
Central,Matale,Laggala-Pallegama,Imaduwa,
Central,Matale,Laggala-Pallegama,Rambukoluwa,
Central,Matale,Laggala-Pallegama,Meda Ela,
Central,Matale,Laggala-Pallegama,Rathninda,
Central,Matale,Laggala-Pallegama,Etanwala,
Central,Matale,Laggala-Pallegama,Ranamuregama,
Central,Matale,Laggala-Pallegama,Narangamuwa,
Central,Matale,Laggala-Pallegama,Lakegala,
Central,Matale,Wilgamuwa,Kumbukoya,
Central,Matale,Wilgamuwa,Thunhiriyawewa,
Central,Matale,Wilgamuwa,Palupitiya,
Central,Matale,Wilgamuwa,Rattotayaya,
Central,Matale,Wilgamuwa,Dunuvilapitiya,
Central,Matale,Wilgamuwa,Medakanda,
Central,Matale,Wilgamuwa,Aliwanguwa,
Central,Matale,Wilgamuwa,Viharagama,
Central,Matale,Wilgamuwa,Handungamuwa,
Central,Matale,Wilgamuwa,Topwalapitiya,
Central,Matale,Wilgamuwa,Gemburuoya,
Central,Matale,Wilgamuwa,Kumbukandana,
Central,Matale,Wilgamuwa,Lediyangala,
Central,Matale,Wilgamuwa,Karawgahawewa,
Central,Matale,Wilgamuwa,Radunnewewa,
Central,Matale,Wilgamuwa,Maraka,
Central,Matale,Wilgamuwa,Malgammana,
Central,Matale,Wilgamuwa,Bogahawewa,
Central,Matale,Wilgamuwa,Aliyawala,
Central,Matale,Wilgamuwa,Veheragala,
Central,Matale,Wilgamuwa,Himbiliyakada,
Central,Matale,Wilgamuwa,Hettipola,
Central,Matale,Wilgamuwa,Naminioya,
Central,Matale,Wilgamuwa,Dewagiriya,
Central,Matale,Wilgamuwa,Piduruella,
Central,Matale,Wilgamuwa,Guruwelayaya,
Central,Matale,Wilgamuwa,Naminigama,
Central,Matale,Wilgamuwa,Perakanatta,
Central,Matale,Wilgamuwa,Wilgamuwa,
Central,Matale,Wilgamuwa,Wanarawa,
Central,Matale,Wilgamuwa,Bathgampala,
Central,Matale,Wilgamuwa,Nagolla,
Central,Matale,Wilgamuwa,Moragaha Ulpatha,
Central,Matale,Wilgamuwa,Nugagolla,
Central,Matale,Wilgamuwa,Meewaobe,
Central,Matale,Wilgamuwa,80 Yaya,
Central,Matale,Wilgamuwa,Sonutta,
Central,Matale,Wilgamuwa,Uduwelwala,
Central,Matale,Wilgamuwa,Sulugune,
Central,Matale,Rattota,Ikirigolla,
Central,Matale,Rattota,Pahala Owala,
Central,Matale,Rattota,Ihala Owala,
Central,Matale,Rattota,Kaikawala,
Central,Matale,Rattota,Nikawella,
Central,Matale,Rattota,Kuruwawa,
Central,Matale,Rattota,Rattota,
Central,Matale,Rattota,Bodhikotuwa,
Central,Matale,Rattota,Dankanda,
Central,Matale,Rattota,Kirimetiya,
Central,Matale,Rattota,Polwattakanda,
Central,Matale,Rattota,Dambagolla,
Central,Matale,Rattota,Medawatta,
Central,Matale,Rattota,Weralugasthenna,
Central,Matale,Rattota,Madakumbura,
Central,Matale,Rattota,Maussagolla,
Central,Matale,Rattota,Wanaraniya,
Central,Matale,Rattota,Lonvil,
Central,Matale,Rattota,Maradurawala,
Central,Matale,Rattota,Pallegama,
Central,Matale,Rattota,Koswana North,
Central,Matale,Rattota,Palle Weragama,
Central,Matale,Rattota,Viharagama,
Central,Matale,Rattota,Kaineka,
Central,Matale,Rattota,Uda Weragama,
Central,Matale,Rattota,Meda Weragama,
Central,Matale,Rattota,Koswana South,
Central,Matale,Rattota,Bogambara,
Central,Matale,Rattota,Galekoluwa,
Central,Matale,Rattota,Welangahawatta,
Central,Matale,Rattota,Horagolla,
Central,Matale,Rattota,Bambarakiriella,
Central,Matale,Rattota,Alakolamada,
Central,Matale,Rattota,Udagama,
Central,Matale,Rattota,Pitakanda,
Central,Matale,Rattota,Gansarapola,
Central,Matale,Rattota,Epitamulla,
Central,Matale,Rattota,Wetasyaya,
Central,Matale,Rattota,Godapala,
Central,Matale,Rattota,Ulpothapitiya,
Central,Matale,Rattota,Bandarapola,
Central,Matale,Rattota,Muwandeniya,
Central,Matale,Rattota,Palleyaya,
Central,Matale,Rattota,Neluwakanda,
Central,Matale,Rattota,Punchiseluwakanda,
Central,Matale,Rattota,Thambalagala,
Central,Matale,Rattota,Kandenuwara West,
Central,Matale,Rattota,Kandenuwara East,
Central,Matale,Rattota,Alwatta,
Central,Matale,Rattota,Warapitiya,
Central,Matale,Rattota,Dombagoda,
Central,Matale,Rattota,Pahala Hapuvida,
Central,Matale,Rattota,Uda Hapuvida,
Central,Matale,Rattota,Hangarankanda,
Central,Matale,Ukuwela,Galaudahena,
Central,Matale,Ukuwela,Makulemada,
Central,Matale,Ukuwela,Pathingolla,
Central,Matale,Ukuwela,Wademada,
Central,Matale,Ukuwela,Wattegedara,
Central,Matale,Ukuwela,Watagoda,
Central,Matale,Ukuwela,Pallekumbura,
Central,Matale,Ukuwela,Katuattamada,
Central,Matale,Ukuwela,Panwatta,
Central,Matale,Ukuwela,Alawathuwala,
Central,Matale,Ukuwela,Horagahapitiya,
Central,Matale,Ukuwela,Ovilikanda,
Central,Matale,Ukuwela,Kirimetiyawa,
Central,Matale,Ukuwela,Thenna,
Central,Matale,Ukuwela,Muwagala,
Central,Matale,Ukuwela,Ovilla,
Central,Matale,Ukuwela,Enasalmada,
Central,Matale,Ukuwela,Thibbatuwawa,
Central,Matale,Ukuwela,Dombagasdeniya,
Central,Matale,Ukuwela,Kendagolla,
Central,Matale,Ukuwela,Kohombiliwela,
Central,Matale,Ukuwela,Wariyapola Watta,
Central,Matale,Ukuwela,Wariyapola,
Central,Matale,Ukuwela,Pananthadiya,
Central,Matale,Ukuwela,Nawarathnagoda,
Central,Matale,Ukuwela,Eriyagolla,
Central,Matale,Ukuwela,Katudeniya,
Central,Matale,Ukuwela,Elwala,
Central,Matale,Ukuwela,Pahalawela,
Central,Matale,Ukuwela,Dehipitiya,
Central,Matale,Ukuwela,Purijjala,
Central,Matale,Ukuwela,Udupihilla,
Central,Matale,Ukuwela,Halangoda,
Central,Matale,Ukuwela,Nagahathenna,
Central,Matale,Ukuwela,Warakamura,
Central,Matale,Ukuwela,Meedeniya,
Central,Matale,Ukuwela,Nagolla,
Central,Matale,Ukuwela,Thawalankoya,
Central,Matale,Ukuwela,Dumbukola,
Central,Matale,Ukuwela,Ukuwela,
Central,Matale,Ukuwela,Udupitiya,
Central,Matale,Ukuwela,Kalalpitiya,
Central,Matale,Ukuwela,Balakaduwa,
Central,Matale,Ukuwela,Bowatta,
Central,Matale,Ukuwela,Manaboda,
Central,Matale,Ukuwela,Paragahawela,
Central,Matale,Ukuwela,Udathenna,
Central,Matale,Ukuwela,Hunuketawala,
Central,Matale,Ukuwela,Leliambe,
Central,Matale,Ukuwela,Elkaduwa Watta,
Central,Matale,Ukuwela,Elkaduwa,
Central,Matale,Ukuwela,Udangamuwa,
Central,Matale,Ukuwela,Kendagollamada,
Central,Matale,Ukuwela,Wehigala,
Central,Matale,Ukuwela,Rathwatta,
Central,Matale,Ukuwela,Weligala,
Central,Matale,Ukuwela,Kureewela,
Central,Matale,Ukuwela,Maberiya,
Central,Matale,Ukuwela,Marukona,
Central,Matale,Ukuwela,Gurulawela South,
Central,Matale,Ukuwela,Gurulawela North,
Central,Matale,Ukuwela,Nugapitiya,
Central,Matale,Ukuwela,Kandemada,
Central,Matale,Ukuwela,Ulpathapitiya,
Central,Matale,Ukuwela,Raithalawela,
Central,Matale,Ukuwela,Kaduwela,
Central,Matale,Ukuwela,Pujagoda,
Central,Matale,Ukuwela,Pahala Wehigala,
Central,Matale,Ukuwela,Talingamada,
Central,Matale,Ukuwela,Hunnasgiriyawatta,
Central,Matale,Ukuwela,Karagahahinna,
Central,Matale,Ukuwela,Imbulpitiya,
Central,Matale,Ukuwela,Rangama,
Central,Nuwara Eliya,Kothmale,Doruwadeniya,
Central,Nuwara Eliya,Kothmale,Polwathura,
Central,Nuwara Eliya,Kothmale,Pahala Gorakaoya,
Central,Nuwara Eliya,Kothmale,Dambagolla,
Central,Nuwara Eliya,Kothmale,Nayapana,
Central,Nuwara Eliya,Kothmale,Kadadora,
Central,Nuwara Eliya,Kothmale,Kotagepitiya North,
Central,Nuwara Eliya,Kothmale,Nawa Morape,
Central,Nuwara Eliya,Kothmale,Nawa Kadadora,
Central,Nuwara Eliya,Kothmale,Deltagemunupura,
Central,Nuwara Eliya,Kothmale,Hellboda,
Central,Nuwara Eliya,Kothmale,Karagasthalawa,
Central,Nuwara Eliya,Kothmale,Frotoft,
Central,Nuwara Eliya,Kothmale,Ramboda,
Central,Nuwara Eliya,Kothmale,Sangilipalama,
Central,Nuwara Eliya,Kothmale,Panangammana,
Central,Nuwara Eliya,Kothmale,Katukithula,
Central,Nuwara Eliya,Kothmale,Helsirigama,
Central,Nuwara Eliya,Kothmale,Kothmalgama,
Central,Nuwara Eliya,Kothmale,Rajaela,
Central,Nuwara Eliya,Kothmale,Mawela East,
Central,Nuwara Eliya,Kothmale,Mawela West,
Central,Nuwara Eliya,Kothmale,Kotagepitiya South,
Central,Nuwara Eliya,Kothmale,Ranwanthalawa,
Central,Nuwara Eliya,Kothmale,Thispane Kanda,
Central,Nuwara Eliya,Kothmale,Harangala,
Central,Nuwara Eliya,Kothmale,Hapugasthalawa,
Central,Nuwara Eliya,Kothmale,Kaludemada,
Central,Nuwara Eliya,Kothmale,Ihala Gorakaoya,
Central,Nuwara Eliya,Kothmale,Mallanda,
Central,Nuwara Eliya,Kothmale,Ruwanpura,
Central,Nuwara Eliya,Kothmale,Werella Pathana,
Central,Nuwara Eliya,Kothmale,Halgolla,
Central,Nuwara Eliya,Kothmale,Harangala South,
Central,Nuwara Eliya,Kothmale,Kirimetiyawa,
Central,Nuwara Eliya,Kothmale,Hunugaloya,
Central,Nuwara Eliya,Kothmale,Godamaditta,
Central,Nuwara Eliya,Kothmale,Wataddara,
Central,Nuwara Eliya,Kothmale,Maswela,
Central,Nuwara Eliya,Kothmale,Nawangama,
Central,Nuwara Eliya,Kothmale,Mawela Kanda,
Central,Nuwara Eliya,Kothmale,Wethalawa,
Central,Nuwara Eliya,Kothmale,Gomburuoya,
Central,Nuwara Eliya,Kothmale,Wewahinna,
Central,Nuwara Eliya,Kothmale,Delunthalamada,
Central,Nuwara Eliya,Kothmale,Ambathalawa,
Central,Nuwara Eliya,Kothmale,Malhewa,
Central,Nuwara Eliya,Kothmale,Rambodagama,
Central,Nuwara Eliya,Kothmale,Wedamulla,
Central,Nuwara Eliya,Kothmale,Palagolla,
Central,Nuwara Eliya,Kothmale,Niyamgamdora,
Central,Nuwara Eliya,Kothmale,Hedunuwewa,
Central,Nuwara Eliya,Kothmale,Kalapitiya East,
Central,Nuwara Eliya,Kothmale,Kottunugoda,
Central,Nuwara Eliya,Kothmale,Kalapitiya West,
Central,Nuwara Eliya,Kothmale,Weerasekarapura,
Central,Nuwara Eliya,Kothmale,Rojersangama South,
Central,Nuwara Eliya,Kothmale,Rojersangama North,
Central,Nuwara Eliya,Kothmale,Dombagasthalawa,
Central,Nuwara Eliya,Kothmale,Katugolla,
Central,Nuwara Eliya,Kothmale,Thelissagala,
Central,Nuwara Eliya,Kothmale,Ketabulawa,
Central,Nuwara Eliya,Kothmale,Wijayabahu Kanda,
Central,Nuwara Eliya,Kothmale,Rawanagoda West,
Central,Nuwara Eliya,Kothmale,Udagama,
Central,Nuwara Eliya,Kothmale,Rawanagoda East,
Central,Nuwara Eliya,Kothmale,Methagama,
Central,Nuwara Eliya,Kothmale,Maldeniya,
Central,Nuwara Eliya,Kothmale,Katarandana,
Central,Nuwara Eliya,Kothmale,Kirindiwela,
Central,Nuwara Eliya,Kothmale,Kumbaloluwa,
Central,Nuwara Eliya,Kothmale,Medakanda,
Central,Nuwara Eliya,Kothmale,Egodawela,
Central,Nuwara Eliya,Kothmale,Pundaluoya North,
Central,Nuwara Eliya,Kothmale,Labukele,
Central,Nuwara Eliya,Kothmale,Kudaoya,
Central,Nuwara Eliya,Kothmale,Samaneliya,
Central,Nuwara Eliya,Kothmale,Kikiliyamana,
Central,Nuwara Eliya,Kothmale,Dunsinane,
Central,Nuwara Eliya,Kothmale,Sheen,
Central,Nuwara Eliya,Kothmale,Sheengama,
Central,Nuwara Eliya,Kothmale,Pundaluoya South,
Central,Nuwara Eliya,Kothmale,Kadadorapitiya,
Central,Nuwara Eliya,Kothmale,Kosgaha Pathana,
Central,Nuwara Eliya,Kothmale,Karagahayatathenna,
Central,Nuwara Eliya,Kothmale,Bogahawela,
Central,Nuwara Eliya,Kothmale,Halpola,
Central,Nuwara Eliya,Kothmale,Madakumbura,
Central,Nuwara Eliya,Kothmale,Beramana,
Central,Nuwara Eliya,Kothmale,Beramana North,
Central,Nuwara Eliya,Kothmale,Kolapathana,
Central,Nuwara Eliya,Kothmale,Queensberry,
Central,Nuwara Eliya,Kothmale,Beramana South,
Central,Nuwara Eliya,Kothmale,Weerapura,
Central,Nuwara Eliya,Kothmale,Dunukedeniya,
Central,Nuwara Eliya,Kothmale,Medakumbura North,
Central,Nuwara Eliya,Hanguranketha,Hingurukaduwa,
Central,Nuwara Eliya,Hanguranketha,Ambewela,
Central,Nuwara Eliya,Hanguranketha,Welikada,
Central,Nuwara Eliya,Hanguranketha,Idamalanda,
Central,Nuwara Eliya,Hanguranketha,Adikarigama,
Central,Nuwara Eliya,Hanguranketha,Karalliyadda,
Central,Nuwara Eliya,Hanguranketha,Bogahalanda,
Central,Nuwara Eliya,Hanguranketha,Hakuruthale,
Central,Nuwara Eliya,Hanguranketha,Maliyadda,
Central,Nuwara Eliya,Hanguranketha,Mirahampe,
Central,Nuwara Eliya,Hanguranketha,Pussalamankada,
Central,Nuwara Eliya,Hanguranketha,Yati Hanguranketha,
Central,Nuwara Eliya,Hanguranketha,Delgahapitiya,
Central,Nuwara Eliya,Hanguranketha,Sangaraja Gama,
Central,Nuwara Eliya,Hanguranketha,Mudunapita,
Central,Nuwara Eliya,Hanguranketha,Ganga Udagama,
Central,Nuwara Eliya,Hanguranketha,Malulla,
Central,Nuwara Eliya,Hanguranketha,Udawatta East,
Central,Nuwara Eliya,Hanguranketha,Hilpenkandura,
Central,Nuwara Eliya,Hanguranketha,Galauda North,
Central,Nuwara Eliya,Hanguranketha,Endiribedda,
Central,Nuwara Eliya,Hanguranketha,Happawara,
Central,Nuwara Eliya,Hanguranketha,Galauda South,
Central,Nuwara Eliya,Hanguranketha,Udakanda,
Central,Nuwara Eliya,Hanguranketha,Udawatta West,
Central,Nuwara Eliya,Hanguranketha,Udawatta Kumbura,
Central,Nuwara Eliya,Hanguranketha,Pallemaluwa,
Central,Nuwara Eliya,Hanguranketha,Hanguranketha,
Central,Nuwara Eliya,Hanguranketha,Damunumeya North,
Central,Nuwara Eliya,Hanguranketha,Arattana,
Central,Nuwara Eliya,Hanguranketha,Ambaliyadda,
Central,Nuwara Eliya,Hanguranketha,Dampola,
Central,Nuwara Eliya,Hanguranketha,Rekitipe,
Central,Nuwara Eliya,Hanguranketha,Hapuwala,
Central,Nuwara Eliya,Hanguranketha,Dolugala,
Central,Nuwara Eliya,Hanguranketha,Deliwala,
Central,Nuwara Eliya,Hanguranketha,Madanwala,
Central,Nuwara Eliya,Hanguranketha,Damunumeya,
Central,Nuwara Eliya,Hanguranketha,Kottala,
Central,Nuwara Eliya,Hanguranketha,Diya - Udagama,
Central,Nuwara Eliya,Hanguranketha,Uda Galauda,
Central,Nuwara Eliya,Hanguranketha,Illagolla,
Central,Nuwara Eliya,Hanguranketha,Rammalakandura,
Central,Nuwara Eliya,Hanguranketha,Moragolla,
Central,Nuwara Eliya,Hanguranketha,Dodamkumbura,
Central,Nuwara Eliya,Hanguranketha,Walalawela,
Central,Nuwara Eliya,Hanguranketha,Rathmetiya,
Central,Nuwara Eliya,Hanguranketha,Hapugasdeniya,
Central,Nuwara Eliya,Hanguranketha,Diggalpotta,
Central,Nuwara Eliya,Hanguranketha,Unanthenna,
Central,Nuwara Eliya,Hanguranketha,Kosgaha Debala,
Central,Nuwara Eliya,Hanguranketha,Warapitiya,
Central,Nuwara Eliya,Hanguranketha,Medagama,
Central,Nuwara Eliya,Hanguranketha,Bowala,
Central,Nuwara Eliya,Hanguranketha,Kithulpe,
Central,Nuwara Eliya,Hanguranketha,Makempe,
Central,Nuwara Eliya,Hanguranketha,Puranagama,
Central,Nuwara Eliya,Hanguranketha,Ekiriya,
Central,Nuwara Eliya,Hanguranketha,Poramadulla,
Central,Nuwara Eliya,Hanguranketha,Labuhena,
Central,Nuwara Eliya,Hanguranketha,Udawela Pathana,
Central,Nuwara Eliya,Hanguranketha,Welampagoda,
Central,Nuwara Eliya,Hanguranketha,Denike,
Central,Nuwara Eliya,Hanguranketha,Rikillagaskada,
Central,Nuwara Eliya,Hanguranketha,Alawattegama,
Central,Nuwara Eliya,Hanguranketha,Uda Makuruppa,
Central,Nuwara Eliya,Hanguranketha,Palle Makuruppa,
Central,Nuwara Eliya,Hanguranketha,Bogamuwa,
Central,Nuwara Eliya,Hanguranketha,Dimbulkumbura,
Central,Nuwara Eliya,Hanguranketha,Bodhiwela,
Central,Nuwara Eliya,Hanguranketha,Pallewela,
Central,Nuwara Eliya,Hanguranketha,Kaluattanagolla,
Central,Nuwara Eliya,Hanguranketha,Wadawala,
Central,Nuwara Eliya,Hanguranketha,Udalumada,
Central,Nuwara Eliya,Hanguranketha,Bulugahapitiya,
Central,Nuwara Eliya,Hanguranketha,Wegama,
Central,Nuwara Eliya,Hanguranketha,Agappala,
Central,Nuwara Eliya,Hanguranketha,Bambaragama,
Central,Nuwara Eliya,Hanguranketha,Bambaragama East,
Central,Nuwara Eliya,Hanguranketha,Bambaragama West,
Central,Nuwara Eliya,Hanguranketha,Malanwatta,
Central,Nuwara Eliya,Hanguranketha,Gannewa Udagama,
Central,Nuwara Eliya,Hanguranketha,Gedereiyawa,
Central,Nuwara Eliya,Hanguranketha,Daraoya,
Central,Nuwara Eliya,Hanguranketha,Kirimetiya,
Central,Nuwara Eliya,Hanguranketha,Hope,
Central,Nuwara Eliya,Hanguranketha,Wetesthenna,
Central,Nuwara Eliya,Hanguranketha,Handawalapitiya,
Central,Nuwara Eliya,Hanguranketha,Karamidula,
Central,Nuwara Eliya,Hanguranketha,Madumana,
Central,Nuwara Eliya,Hanguranketha,Rahathungoda,
Central,Nuwara Eliya,Hanguranketha,Enasal Arawa,
Central,Nuwara Eliya,Hanguranketha,Kawatayamana,
Central,Nuwara Eliya,Hanguranketha,Ehelamalpe,
Central,Nuwara Eliya,Hanguranketha,Rathukurusa Janapadaya,
Central,Nuwara Eliya,Hanguranketha,Wilwala,
Central,Nuwara Eliya,Hanguranketha,Dehipe,
Central,Nuwara Eliya,Hanguranketha,Deniyagama,
Central,Nuwara Eliya,Hanguranketha,Bodhimalkada,
Central,Nuwara Eliya,Hanguranketha,Welapahala,
Central,Nuwara Eliya,Hanguranketha,Uda Padiyapelella,
Central,Nuwara Eliya,Hanguranketha,Okandagala,
Central,Nuwara Eliya,Hanguranketha,Rookwood Estate,
Central,Nuwara Eliya,Hanguranketha,Muloya,
Central,Nuwara Eliya,Hanguranketha,Rathyaya,
Central,Nuwara Eliya,Hanguranketha,Godigamuwa,
Central,Nuwara Eliya,Hanguranketha,Manakola,
Central,Nuwara Eliya,Hanguranketha,Marthuwela,
Central,Nuwara Eliya,Hanguranketha,Idampitiya,
Central,Nuwara Eliya,Hanguranketha,Mathurata,
Central,Nuwara Eliya,Hanguranketha,Udagama,
Central,Nuwara Eliya,Hanguranketha,Merrygoll,
Central,Nuwara Eliya,Hanguranketha,Ketayapathana,
Central,Nuwara Eliya,Hanguranketha,Gonakele,
Central,Nuwara Eliya,Hanguranketha,Gonapitiya,
Central,Nuwara Eliya,Hanguranketha,Bomellagoda,
Central,Nuwara Eliya,Hanguranketha,Dunukebedda,
Central,Nuwara Eliya,Hanguranketha,Wellagiriya,
Central,Nuwara Eliya,Hanguranketha,Ampitigoda,
Central,Nuwara Eliya,Hanguranketha,Wewathenna,
Central,Nuwara Eliya,Hanguranketha,Metibembiya,
Central,Nuwara Eliya,Hanguranketha,Goodwood,
Central,Nuwara Eliya,Hanguranketha,Hunukotuwa,
Central,Nuwara Eliya,Hanguranketha,Medawela,
Central,Nuwara Eliya,Hanguranketha,Labuhenwala,
Central,Nuwara Eliya,Hanguranketha,Ketahira,
Central,Nuwara Eliya,Hanguranketha,Deegalahinna,
Central,Nuwara Eliya,Hanguranketha,Elamulla,
Central,Nuwara Eliya,Hanguranketha,Udawela,
Central,Nuwara Eliya,Hanguranketha,Mandaram Nuwara,
Central,Nuwara Eliya,Hanguranketha,Malsara Nuwara,
Central,Nuwara Eliya,Walapane,Serasunthenna,
Central,Nuwara Eliya,Walapane,Morangathenna,
Central,Nuwara Eliya,Walapane,Hegasulla,
Central,Nuwara Eliya,Walapane,Bolagandawela,
Central,Nuwara Eliya,Walapane,Ambagahathenna,
Central,Nuwara Eliya,Walapane,Helagama,
Central,Nuwara Eliya,Walapane,Mallagama,
Central,Nuwara Eliya,Walapane,Dulana,
Central,Nuwara Eliya,Walapane,Galketiwela,
Central,Nuwara Eliya,Walapane,Ellakumbura,
Central,Nuwara Eliya,Walapane,Muganagahapitiya,
Central,Nuwara Eliya,Walapane,Hapugahapitiya,
Central,Nuwara Eliya,Walapane,Ketakandura,
Central,Nuwara Eliya,Walapane,Batagolla,
Central,Nuwara Eliya,Walapane,Thennehenwala,
Central,Nuwara Eliya,Walapane,Deliwela South,
Central,Nuwara Eliya,Walapane,Deliwala North,
Central,Nuwara Eliya,Walapane,Pannala,
Central,Nuwara Eliya,Walapane,Serupitiya,
Central,Nuwara Eliya,Walapane,Mailagasthenna,
Central,Nuwara Eliya,Walapane,Andawala,
Central,Nuwara Eliya,Walapane,Naranthalawa,
Central,Nuwara Eliya,Walapane,Ihala Pannala,
Central,Nuwara Eliya,Walapane,Wewakele,
Central,Nuwara Eliya,Walapane,Kumbalgamuwa,
Central,Nuwara Eliya,Walapane,Kumbalgamuwa East,
Central,Nuwara Eliya,Walapane,Mulhalkele,
Central,Nuwara Eliya,Walapane,Manelwala,
Central,Nuwara Eliya,Walapane,Wathumulla,
Central,Nuwara Eliya,Walapane,Kendagolla,
Central,Nuwara Eliya,Walapane,Arampitiya,
Central,Nuwara Eliya,Walapane,Yombuwelthenna,
Central,Nuwara Eliya,Walapane,Udawela,
Central,Nuwara Eliya,Walapane,Kalaganwatta,
Central,Nuwara Eliya,Walapane,Theripehe,
Central,Nuwara Eliya,Walapane,Udamadura North,
Central,Nuwara Eliya,Walapane,Galkadawela,
Central,Nuwara Eliya,Walapane,Yatimadura,
Central,Nuwara Eliya,Walapane,Kandeyaya,
Central,Nuwara Eliya,Walapane,Madulla North,
Central,Nuwara Eliya,Walapane,Thunhitiyawa,
Central,Nuwara Eliya,Walapane,Wewathenna,
Central,Nuwara Eliya,Walapane,Kosgolla,
Central,Nuwara Eliya,Walapane,Udamadura,
Central,Nuwara Eliya,Walapane,Ambanella,
Central,Nuwara Eliya,Walapane,Dabbare,
Central,Nuwara Eliya,Walapane,Nildandaheenna,
Central,Nuwara Eliya,Walapane,Rambuke,
Central,Nuwara Eliya,Walapane,Watambe,
Central,Nuwara Eliya,Walapane,Thibbatugoda,
Central,Nuwara Eliya,Walapane,Egodakanda,
Central,Nuwara Eliya,Walapane,Kandegama,
Central,Nuwara Eliya,Walapane,Walapane,
Central,Nuwara Eliya,Walapane,Kurunduoya,
Central,Nuwara Eliya,Walapane,Liyanwela Ihalagama,
Central,Nuwara Eliya,Walapane,Madumana,
Central,Nuwara Eliya,Walapane,Ilukpelessa,
Central,Nuwara Eliya,Walapane,Unagolla,
Central,Nuwara Eliya,Walapane,Liyanwela Pahalagama,
Central,Nuwara Eliya,Walapane,Medakandura,
Central,Nuwara Eliya,Walapane,Galabada,
Central,Nuwara Eliya,Walapane,Ambagaspitiya,
Central,Nuwara Eliya,Walapane,Munwatta,
Central,Nuwara Eliya,Walapane,Landupita,
Central,Nuwara Eliya,Walapane,Wetekegama,
Central,Nuwara Eliya,Walapane,Padiyapelella,
Central,Nuwara Eliya,Walapane,Napatawela,
Central,Nuwara Eliya,Walapane,Ukuthule,
Central,Nuwara Eliya,Walapane,Yatiwella,
Central,Nuwara Eliya,Walapane,Wetakepatha,
Central,Nuwara Eliya,Walapane,Ukuthule East,
Central,Nuwara Eliya,Walapane,Alakolawewa,
Central,Nuwara Eliya,Walapane,High Forest,
Central,Nuwara Eliya,Walapane,Mahakudugala,
Central,Nuwara Eliya,Walapane,Brookside,
Central,Nuwara Eliya,Walapane,High Forest,
Central,Nuwara Eliya,Walapane,Binganthalawa,
Central,Nuwara Eliya,Walapane,Maha Uva,
Central,Nuwara Eliya,Walapane,Werellapathana,
Central,Nuwara Eliya,Walapane,Thibbatugoda South,
Central,Nuwara Eliya,Walapane,Goradiyagolla,
Central,Nuwara Eliya,Walapane,Denambure,
Central,Nuwara Eliya,Walapane,Purankumbura,
Central,Nuwara Eliya,Walapane,Hegama,
Central,Nuwara Eliya,Walapane,Dambagolla,
Central,Nuwara Eliya,Walapane,Demataarawa,
Central,Nuwara Eliya,Walapane,Madulla South,
Central,Nuwara Eliya,Walapane,Morahela,
Central,Nuwara Eliya,Walapane,Meepanawa,
Central,Nuwara Eliya,Walapane,Roopaha East,
Central,Nuwara Eliya,Walapane,Pallewela,
Central,Nuwara Eliya,Walapane,Palugama,
Central,Nuwara Eliya,Walapane,Kotambe,
Central,Nuwara Eliya,Walapane,Karandagolla,
Central,Nuwara Eliya,Walapane,Udagama,
Central,Nuwara Eliya,Walapane,Kumbukwela,
Central,Nuwara Eliya,Walapane,Morabedda,
Central,Nuwara Eliya,Walapane,Harasbedda North,
Central,Nuwara Eliya,Walapane,Mahapathana,
Central,Nuwara Eliya,Walapane,Harasbedda South,
Central,Nuwara Eliya,Walapane,Palalpathana,
Central,Nuwara Eliya,Walapane,Rathnayakapura,
Central,Nuwara Eliya,Walapane,Ragala Watta,
Central,Nuwara Eliya,Walapane,Manthreethenna,
Central,Nuwara Eliya,Walapane,Pandithaya Kumbura,
Central,Nuwara Eliya,Walapane,Roopaha,
Central,Nuwara Eliya,Walapane,Mathetilla,
Central,Nuwara Eliya,Walapane,Embulampaha,
Central,Nuwara Eliya,Walapane,Maliyadda,
Central,Nuwara Eliya,Walapane,Kurupanawela,
Central,Nuwara Eliya,Walapane,Wathulanda East,
Central,Nuwara Eliya,Walapane,Wathulanda West,
Central,Nuwara Eliya,Walapane,Ambaliyadda,
Central,Nuwara Eliya,Walapane,Galkadapathana,
Central,Nuwara Eliya,Walapane,Senarathpura,
Central,Nuwara Eliya,Walapane,St. Leonard,
Central,Nuwara Eliya,Walapane,Ragala,
Central,Nuwara Eliya,Walapane,Ekangapura,
Central,Nuwara Eliya,Walapane,Samagipura,
Central,Nuwara Eliya,Walapane,Delmar,
Central,Nuwara Eliya,Walapane,Sooriyagahapathana Ihala,
Central,Nuwara Eliya,Walapane,Sooriyagahapathana Pahala,
Central,Nuwara Eliya,Walapane,Udapussellawa South,
Central,Nuwara Eliya,Walapane,St. Magret,
Central,Nuwara Eliya,Walapane,Udapussellawa North,
Central,Nuwara Eliya,Nuwara Eliya,Bogahawatta,
Central,Nuwara Eliya,Nuwara Eliya,Mount Vernon,
Central,Nuwara Eliya,Nuwara Eliya,Watagoda,
